User,ROI_Cycle,Foragingchange,Foragingsame,Sensemakingchange,Sensemakingsame,Navigationsame,Navigationchange,Foraging,Navigation,Sensemaking,AverageROIReward,IdleTimeROI,ForagingProportionROI,NavigationProportionROI
userid_7d014c75-453b-4188-9e4e-fb086984896a,1,0.2857142857142857,0.7142857142857143,0.2,0.8,0.625,0.375,7,8,5,1.636731120967742,42.82600000000001,0.35,0.4
userid_7d014c75-453b-4188-9e4e-fb086984896a,2,0.5,0.5,0.1111111111111111,0.8888888888888888,0.3333333333333333,0.6666666666666666,2,3,9,3.0373488833333324,11.381999999999998,0.14285714285714285,0.21428571428571427
userid_7d014c75-453b-4188-9e4e-fb086984896a,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,3,3,2.4161748875,6.972999999999999,0.3333333333333333,0.3333333333333333
userid_7d014c75-453b-4188-9e4e-fb086984896a,4,0.6666666666666666,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,3,3,2,2.486805329545455,9.152,0.375,0.375
userid_7d014c75-453b-4188-9e4e-fb086984896a,5,0.5,0.5,0.25,0.75,0.4,0.6,2,5,4,2.29875975,9.6,0.18181818181818182,0.45454545454545453
userid_7d014c75-453b-4188-9e4e-fb086984896a,6,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.8888888888888888,0.6,0.4,3,5,9,2.058774835,20.102999999999998,0.17647058823529413,0.29411764705882354
userid_7d014c75-453b-4188-9e4e-fb086984896a,7,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,2,3,2,3.13495665625,2.4090000000000003,0.2857142857142857,0.42857142857142855
userid_7d014c75-453b-4188-9e4e-fb086984896a,8,0.5,0.5,0.25,0.75,0.6666666666666666,0.3333333333333333,2,9,4,2.245363157894737,10.762,0.13333333333333333,0.6
userid_7d014c75-453b-4188-9e4e-fb086984896a,9,0.5,0.5,0.25,0.75,0.3333333333333333,0.6666666666666666,2,3,4,2.0115122000000003,17.065,0.2222222222222222,0.3333333333333333
userid_7d014c75-453b-4188-9e4e-fb086984896a,10,0.3333333333333333,0.6666666666666666,0.2,0.8,0.5,0.5,3,4,5,2.5520956015625003,33.958,0.25,0.3333333333333333
userid_82316e37-1117-4663-84b4-ddb6455c83b2,0,0.5,0.5,0.5,0.5,0.8333333333333334,0.16666666666666666,2,6,2,0.9846357613636364,38.652,0.2,0.6
userid_82316e37-1117-4663-84b4-ddb6455c83b2,1,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.5,0.5,6,6,3,0.9425738676470587,18.416,0.4,0.4
userid_82316e37-1117-4663-84b4-ddb6455c83b2,2,0.5,0.5,0.2,0.8,0.8,0.2,2,5,5,1.03625475,16.880000000000003,0.16666666666666666,0.4166666666666667
userid_82316e37-1117-4663-84b4-ddb6455c83b2,3,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,2,3,2,1.5959825625000001,5.943,0.2857142857142857,0.42857142857142855
userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.875,0.125,3,8,3,0.7896081937500001,114.49800000000003,0.21428571428571427,0.5714285714285714
userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,0.776153125,10.743,0.3333333333333333,0.3333333333333333
userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,2,0.4,0.6,0.5,0.5,0.8,0.2,5,15,2,1.383275847972973,77.563,0.22727272727272727,0.6818181818181818
userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,3,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,2,3,2,0.8928087083333334,17.188,0.2857142857142857,0.42857142857142855
userid_8b544d24-3274-4bb0-9719-fd2bccc87b02,4,0.5,0.5,0.5,0.5,0.8,0.2,2,5,2,1.4476197916666667,20.16,0.2222222222222222,0.5555555555555556
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6666666666666666,0.3333333333333333,3,3,2,0.2837385769230769,57.338,0.375,0.375
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,1,0.5,0.5,0.3333333333333333,0.6666666666666666,0.4,0.6,2,5,3,0.3633863636363636,13.360999999999999,0.2,0.5
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,2,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,2,3,2,0.2825053571428571,7.639,0.2857142857142857,0.42857142857142855
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,3,6,3,1.0002414553571428,39.120999999999995,0.25,0.5
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,4,0.25,0.75,0.5,0.5,0.25,0.75,4,4,2,1.2212854431818183,26.752,0.4,0.4
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,5,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6,0.4,3,5,2,1.039395794642857,23.698,0.3,0.5
userid_8bf5b71b-dfd4-403f-8791-06427b26ccaf,6,0.5,0.5,0.5,0.5,0.7142857142857143,0.2857142857142857,2,7,2,1.4272499886363637,21.759,0.18181818181818182,0.6363636363636364
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.2857142857142857,3,7,3,1.216908705357143,85.628,0.23076923076923078,0.5384615384615384
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,1,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,2,6,3,1.1570708571428572,34.547,0.18181818181818182,0.5454545454545454
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,2,0.09090909090909091,0.9090909090909091,0.5,0.5,0.5,0.5,11,4,2,0.5070799539473685,52.538999999999994,0.6470588235294118,0.23529411764705882
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,3,4,3,1.1520257211538463,14.431000000000001,0.3,0.4
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,4,0.3333333333333333,0.6666666666666666,0.07692307692307693,0.9230769230769231,0.75,0.25,3,4,13,0.8659289187500001,28.099,0.15,0.2
userid_93be0a02-3f7a-46c9-b526-aa956ed00856,5,0.5,0.5,0.5,0.5,0.8,0.2,2,5,2,1.199577534090909,16.05,0.2222222222222222,0.5555555555555556
userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.75,0.25,3,4,2,1.1722551944444446,39.738,0.3333333333333333,0.4444444444444444
userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,1,0.5,0.5,0.5,0.5,0.5,0.5,2,6,2,1.3682188076923079,20.853,0.2,0.6
userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,2,0.5,0.5,0.3333333333333333,0.6666666666666666,0.875,0.125,2,8,3,1.1380990955882353,26.332,0.15384615384615385,0.6153846153846154
userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,3,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5,0.5,3,4,2,1.3238823624999998,12.216,0.3333333333333333,0.4444444444444444
userid_954edb7c-4eae-47ab-9338-5c5c7eccac2d,4,0.5,0.5,0.5,0.5,0.5,0.5,2,6,2,1.2042671375,22.324,0.2,0.6
userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5,0.5,2,4,3,0.7319066875,37.664,0.2222222222222222,0.4444444444444444
userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.42857142857142855,3,7,3,1.0356386458333333,37.132,0.23076923076923078,0.5384615384615384
userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,2,0.5,0.5,0.5,0.5,0.8333333333333334,0.16666666666666666,2,6,2,1.3510773557692306,16.203000000000003,0.2,0.6
userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,3,0.5,0.5,0.25,0.75,0.4,0.6,2,5,4,1.269317384615385,23.124,0.18181818181818182,0.45454545454545453
userid_a6aab5f5-fdb6-41df-9fc6-221d70f8c6e8,4,0.5,0.5,0.3333333333333333,0.6666666666666666,0.4,0.6,2,5,3,1.5170921,22.342999999999996,0.2,0.5
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,0.2,3,5,3,0.9213913958333334,76.917,0.2727272727272727,0.45454545454545453
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,1,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6,0.4,3,5,2,0.7484384903846154,38.231,0.3,0.5
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,2,0.2,0.8,0.5,0.5,0.3333333333333333,0.6666666666666666,5,3,2,0.40260168749999997,13.354,0.5,0.3
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,3,0.5,0.5,0.5,0.5,0.75,0.25,2,4,2,1.5409825357142857,15.824,0.25,0.5
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,4,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,2,6,2,1.104917830357143,28.250999999999998,0.2,0.6
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,3,6,3,0.8051987875,8.593,0.25,0.5
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,6,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,2,6,2,0.7207664062500001,26.567999999999998,0.2,0.6
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,7,0.5,0.5,0.5,0.5,0.5,0.5,2,4,2,1.1323519772727273,15.172999999999998,0.25,0.5
userid_ac5b65d7-f260-4534-9fae-d998b726ed32,8,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6666666666666666,0.3333333333333333,3,6,2,0.904435019736842,35.85900000000001,0.2727272727272727,0.5454545454545454
userid_bc9f9425-e867-4876-a5d9-791229916767,0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.6,0.4,3,5,2,0.8712603750000001,56.708,0.3,0.5
userid_bc9f9425-e867-4876-a5d9-791229916767,1,0.16666666666666666,0.8333333333333334,0.5,0.5,0.6666666666666666,0.3333333333333333,6,6,2,0.8904731111111109,44.905,0.42857142857142855,0.42857142857142855
userid_bc9f9425-e867-4876-a5d9-791229916767,2,0.25,0.75,0.5,0.5,0.6666666666666666,0.3333333333333333,4,3,2,0.6636703863636364,23.583,0.4444444444444444,0.3333333333333333
userid_bc9f9425-e867-4876-a5d9-791229916767,3,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,3,2,2,0.9551090624999998,7.2,0.42857142857142855,0.2857142857142857
userid_bda49380-37ad-41c5-a109-7fa198a7691a,0,0.6666666666666666,0.3333333333333333,0.25,0.75,0.3333333333333333,0.6666666666666666,3,3,4,1.1141637604166668,57.037000000000006,0.3,0.3
userid_bda49380-37ad-41c5-a109-7fa198a7691a,1,0.5,0.5,0.5,0.5,0.6,0.4,2,5,2,1.2489094027777778,25.795999999999996,0.2222222222222222,0.5555555555555556
userid_bda49380-37ad-41c5-a109-7fa198a7691a,2,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2,9,3,0.9400048611111109,74.31799999999998,0.14285714285714285,0.6428571428571429
userid_bda49380-37ad-41c5-a109-7fa198a7691a,3,0.5,0.5,0.16666666666666666,0.8333333333333334,0.8571428571428571,0.14285714285714285,2,7,6,0.8650440972222222,35.656,0.13333333333333333,0.4666666666666667
userid_bda49380-37ad-41c5-a109-7fa198a7691a,4,0.16666666666666666,0.8333333333333334,0.25,0.75,0.5,0.5,6,4,4,0.6677408333333332,58.833000000000006,0.42857142857142855,0.2857142857142857
userid_bda49380-37ad-41c5-a109-7fa198a7691a,5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.6,3,5,3,1.0924169375,7.466,0.2727272727272727,0.45454545454545453
userid_bda49380-37ad-41c5-a109-7fa198a7691a,6,0.5,0.5,0.2,0.8,0.8333333333333334,0.16666666666666666,2,6,5,0.8958316201923077,29.935999999999996,0.15384615384615385,0.46153846153846156
userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,0,0.14285714285714285,0.8571428571428571,0.5,0.5,0.25,0.75,7,4,2,0.5599660390625,103.53399999999999,0.5384615384615384,0.3076923076923077
userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,1,0.5,0.5,0.5,0.5,0.75,0.25,2,4,2,1.1388204318181818,20.994,0.25,0.5
userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,2,0.4,0.6,0.5,0.5,0.75,0.25,5,8,2,1.0614556397058823,49.434,0.3333333333333333,0.5333333333333333
userid_cd3ef507-e3e9-4edb-9222-90a69a9bf272,3,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.75,0.25,3,4,6,1.1191417045454546,73.387,0.23076923076923078,0.3076923076923077
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,0,0.5,0.5,0.5,0.5,0.8,0.2,2,5,2,0.9188786931818181,68.573,0.2222222222222222,0.5555555555555556
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,1,0.5,0.5,0.3333333333333333,0.6666666666666666,0.875,0.125,2,8,3,1.041203786764706,37.791,0.15384615384615385,0.6153846153846154
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,2,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,2,3,3,1.6230263999999999,10.359,0.25,0.375
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,3,0.5,0.5,0.5,0.5,0.5,0.5,2,6,2,1.508058693181818,19.825000000000003,0.2,0.6
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,4,0.5,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.16666666666666666,2,6,3,0.6173537666666665,16.854,0.18181818181818182,0.5454545454545454
userid_d6555293-35c7-4c27-b522-38d67d2d1b1a,5,0.2,0.8,0.2,0.8,0.6,0.4,5,5,5,0.8563922336956523,46.635,0.3333333333333333,0.3333333333333333
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,3,4,3,1.2744025625000002,55.416,0.3,0.4
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,1,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5833333333333334,0.4166666666666667,3,12,2,0.8756811394230771,25.247999999999998,0.17647058823529413,0.7058823529411765
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,2,0.5,0.5,0.3333333333333333,0.6666666666666666,0.875,0.125,2,8,3,0.8816193161764706,13.391000000000002,0.15384615384615385,0.6153846153846154
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,3,0.3333333333333333,0.6666666666666666,0.5,0.5,0.7333333333333333,0.26666666666666666,3,15,2,1.3958683541666665,45.20399999999999,0.15,0.75
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,4,0.3333333333333333,0.6666666666666666,0.5,0.5,0.4,0.6,3,5,2,1.0961200875,23.668,0.3,0.5
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,5,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,2,6,2,1.3811384318181819,30.658,0.2,0.6
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,6,0.5,0.5,0.5,0.5,0.5,0.5,2,4,2,1.755942484375,15.39,0.25,0.5
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,7,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,2,3,2,2.0396264583333337,25.555,0.2857142857142857,0.42857142857142855
userid_da52acdd-3cea-483c-86e5-2c2740d371aa,8,0.5,0.5,0.5,0.5,0.6,0.4,2,5,2,0.7180022749999999,14.474,0.2222222222222222,0.5555555555555556
userid_e4221e48-0930-40db-af3c-f4de1ed87582,0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.8,0.2,3,5,2,0.7093632833333333,76.075,0.3,0.5
userid_e4221e48-0930-40db-af3c-f4de1ed87582,1,0.5,0.5,0.25,0.75,0.5,0.5,2,6,4,1.1882123928571429,42.606,0.16666666666666666,0.5
userid_e4221e48-0930-40db-af3c-f4de1ed87582,2,0.3333333333333333,0.6666666666666666,0.5,0.5,0.8,0.2,3,5,2,0.8031781323529411,37.568000000000005,0.3,0.5
userid_e4221e48-0930-40db-af3c-f4de1ed87582,3,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2,0.0,1.448,0.3333333333333333,0.3333333333333333
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.7142857142857143,0.2857142857142857,3,7,2,1.340044625,21.766000000000002,0.25,0.5833333333333334
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,1,0.5,0.5,0.3333333333333333,0.6666666666666666,0.75,0.25,2,4,3,1.5508147916666664,17.5,0.2222222222222222,0.4444444444444444
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,2,0.5,0.5,0.2,0.8,0.75,0.25,2,8,5,1.0896289749999999,24.322000000000003,0.13333333333333333,0.5333333333333333
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,3,0.5,0.5,0.5,0.5,0.8333333333333334,0.16666666666666666,2,6,2,1.2489456931818184,17.163,0.2,0.6
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,4,0.5,0.5,0.14285714285714285,0.8571428571428571,0.8333333333333334,0.16666666666666666,2,6,7,0.498520925,49.248999999999995,0.13333333333333333,0.4
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,5,0.2,0.8,0.3333333333333333,0.6666666666666666,0.8,0.2,5,5,3,0.6736666625,25.728999999999996,0.38461538461538464,0.38461538461538464
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,6,0.25,0.75,0.25,0.75,0.4,0.6,4,5,4,0.9189021562499999,27.378,0.3076923076923077,0.38461538461538464
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,7,0.5,0.5,0.5,0.5,0.8571428571428571,0.14285714285714285,4,7,2,0.9943097767857143,39.926,0.3076923076923077,0.5384615384615384
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,8,0.2,0.8,0.1111111111111111,0.8888888888888888,0.75,0.25,5,4,9,0.8237425852272726,54.902,0.2777777777777778,0.2222222222222222
userid_ff56863b-0710-4a58-ad22-4bf2889c9bc0,9,0.5,0.5,0.5,0.5,0.75,0.25,2,4,2,1.3363624318181817,23.765,0.25,0.5
