Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task,GranularPredictions,Predictions,GroundTruth
ActorCritic,pro5_adf_p1,0.8,0.001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,pro29_ace_p1,0.8,0.0001,0.5,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu13_acf_p1,0.8,0.0001,0.5,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu21_ace_p1,0.8,0.0001,0.05,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu15_ade_p1,0.8,0.001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu24_ace_p1,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu30_adf_p1,0.8,0.001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu29_ade_p1,0.8,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu10_acf_p1,0.8,0.001,0.5,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu36_adf_p1,0.8,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu3_acf_p1,0.8,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu37_adf_p1,0.8,0.0001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu26_ace_p1,0.8,0.1,0.1,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu39_adf_p1,0.8,0.0001,0.5,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu25_ace_p1,0.8,0.0001,0.05,1.0,0.9090909090909092,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,pro8_acf_p1,0.8,0.0001,0.9,1.0,0.6086956521739131,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu6_acf_p1,0.8,0.1,0.05,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu31_ade_p1,0.8,0.0001,0.8,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu4_ade_p1,0.8,0.0001,0.1,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu38_acf_p1,0.8,0.1,0.1,1.0,0.5384615384615384,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu7_ade_p1,0.8,0.0001,0.1,1.0,0.4347826086956521,"[None, None, None]",0.0,0.0,Focused,p1,,,
Bayesian,pro13_ace_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (5, 1.0)})","['same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same']"
Bayesian,pro15_ade_p1,0.8,,,,0.4,,,,Focused,p1,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 0.6666666666666666)})","['modify-3', 'same', 'same', 'modify-2', 'same']","['modify-1', 'same', 'modify-1', 'same', 'same']"
Bayesian,pro17_ace_p1,0.8,,,,0.6363636363636364,,,,Focused,p1,"defaultdict(None, {'same': (9, 0.7777777777777778), 'modify-1': (2, 0.0)})","['modify-3', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro18_adf_p1,0.8,,,,0.4,,,,Focused,p1,"defaultdict(None, {'modify-1': (4, 0.25), 'modify-2': (2, 0.0), 'same': (4, 0.75)})","['same', 'modify-1', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same', 'modify-3', 'same']","['modify-1', 'modify-1', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']"
Bayesian,pro20_ade_p1,0.8,,,,0.625,,,,Focused,p1,"defaultdict(None, {'same': (6, 0.8333333333333334), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same']","['same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']"
Bayesian,pro21_ade_p1,0.8,,,,0.8333333333333334,,,,Focused,p1,"defaultdict(None, {'same': (17, 0.8823529411764706), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro22_ade_p1,0.8,,,,0.8571428571428571,,,,Focused,p1,"defaultdict(None, {'same': (14, 0.8571428571428571)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro23_acf_p1,0.8,,,,0.4545454545454545,,,,Focused,p1,"defaultdict(None, {'same': (8, 0.625), 'modify-2': (3, 0.0)})","['modify-2', 'same', 'same', 'same', 'modify-3', 'same', 'same', 'modify-2', 'same', 'same', 'modify-2']","['same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'same']"
Bayesian,pro24_adf_p1,0.8,,,,0.7142857142857143,,,,Focused,p1,"defaultdict(None, {'modify-2': (2, 0.5), 'same': (5, 0.8)})","['modify-1', 'modify-2', 'same', 'same', 'same', 'modify-1', 'same']","['modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro25_acf_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (2, 1.0)})","['same', 'same']","['same', 'same']"
Bayesian,pro29_ace_p1,0.8,,,,0.8,,,,Focused,p1,"defaultdict(None, {'same': (16, 1.0), 'modify-1': (4, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same']"
Bayesian,pro31_adf_p1,0.8,,,,0.7272727272727273,,,,Focused,p1,"defaultdict(None, {'same': (8, 0.875), 'modify-1': (3, 0.3333333333333333)})","['same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-3', 'same', 'same']","['same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same']"
Bayesian,pro3_ace_p1,0.8,,,,0.4285714285714285,,,,Focused,p1,"defaultdict(None, {'same': (4, 0.5), 'modify-1': (3, 0.3333333333333333)})","['modify-1', 'modify-1', 'modify-2', 'same', 'modify-2', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same']"
Bayesian,pro5_adf_p1,0.8,,,,0.4285714285714285,,,,Focused,p1,"defaultdict(None, {'modify-2': (3, 0.0), 'same': (10, 0.6), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'modify-1']","['modify-2', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same']"
Bayesian,pro8_acf_p1,0.8,,,,0.6086956521739131,,,,Focused,p1,"defaultdict(None, {'modify-2': (3, 0.0), 'same': (14, 0.7857142857142857), 'modify-1': (5, 0.6), 'modify-3': (1, 0.0)})","['same', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1']","['modify-2', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-1', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-3', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,pro9_acf_p1,0.8,,,,0.5,,,,Focused,p1,"defaultdict(None, {'same': (4, 0.75), 'modify-2': (3, 0.3333333333333333), 'modify-1': (1, 0.0)})","['same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2']","['same', 'same', 'modify-2', 'modify-2', 'modify-2', 'same', 'modify-1', 'same']"
Bayesian,stu10_acf_p1,0.8,,,,0.4166666666666667,,,,Focused,p1,"defaultdict(None, {'modify-1': (5, 0.2), 'modify-2': (3, 0.3333333333333333), 'same': (4, 0.75)})","['modify-3', 'modify-2', 'same', 'modify-1', 'same', 'same', 'modify-2', 'same', 'same', 'modify-2', 'modify-3', 'same']","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'modify-1', 'modify-2', 'modify-2', 'same']"
Bayesian,stu11_adf_p1,0.8,,,,0.2,,,,Focused,p1,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 0.3333333333333333)})","['same', 'modify-3', 'same', 'same', 'modify-3']","['modify-1', 'same', 'same', 'modify-1', 'same']"
Bayesian,stu13_acf_p1,0.8,,,,0.75,,,,Focused,p1,"defaultdict(None, {'same': (3, 1.0), 'modify-2': (1, 0.0)})","['same', 'same', 'same', 'same']","['same', 'same', 'modify-2', 'same']"
Bayesian,stu15_ade_p1,0.8,,,,0.8571428571428571,,,,Focused,p1,"defaultdict(None, {'same': (7, 0.8571428571428571)})","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu17_ace_p1,0.8,,,,0.0,,,,Focused,p1,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (1, 0.0)})","['modify-2', 'modify-3']","['modify-1', 'same']"
Bayesian,stu21_ace_p1,0.8,,,,0.6,,,,Focused,p1,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (4, 0.75)})","['same', 'modify-3', 'same', 'same', 'same']","['modify-1', 'same', 'same', 'same', 'same']"
Bayesian,stu24_ace_p1,0.8,,,,0.6,,,,Focused,p1,"defaultdict(None, {'same': (5, 0.6)})","['same', 'modify-1', 'modify-1', 'same', 'same']","['same', 'same', 'same', 'same', 'same']"
Bayesian,stu25_ace_p1,0.8,,,,0.9090909090909092,,,,Focused,p1,"defaultdict(None, {'same': (10, 1.0), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same']"
Bayesian,stu26_ace_p1,0.8,,,,0.7,,,,Focused,p1,"defaultdict(None, {'same': (8, 0.875), 'modify-1': (2, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same']","['same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same']"
Bayesian,stu29_ade_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (4, 1.0)})","['same', 'same', 'same', 'same']","['same', 'same', 'same', 'same']"
Bayesian,stu30_adf_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (3, 1.0)})","['same', 'same', 'same']","['same', 'same', 'same']"
Bayesian,stu31_ade_p1,0.8,,,,0.6,,,,Focused,p1,"defaultdict(None, {'same': (7, 0.8571428571428571), 'modify-1': (3, 0.0)})","['modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']"
Bayesian,stu36_adf_p1,0.8,,,,0.6,,,,Focused,p1,"defaultdict(None, {'same': (5, 0.6)})","['same', 'same', 'modify-1', 'same', 'modify-1']","['same', 'same', 'same', 'same', 'same']"
Bayesian,stu37_adf_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (6, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same']"
Bayesian,stu38_acf_p1,0.8,,,,0.5384615384615384,,,,Focused,p1,"defaultdict(None, {'same': (7, 0.8571428571428571), 'modify-2': (3, 0.3333333333333333), 'modify-1': (3, 0.0)})","['same', 'same', 'modify-2', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'same']","['same', 'modify-2', 'modify-2', 'same', 'modify-2', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same']"
Bayesian,stu39_adf_p1,0.8,,,,0.0,,,,Focused,p1,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (2, 0.0), 'modify-2': (2, 0.0)})","['same', 'modify-1', 'same', 'modify-1', 'modify-2']","['modify-1', 'same', 'modify-2', 'modify-2', 'same']"
Bayesian,stu3_acf_p1,0.8,,,,1.0,,,,Focused,p1,"defaultdict(None, {'same': (2, 1.0)})","['same', 'same']","['same', 'same']"
Bayesian,stu4_ade_p1,0.8,,,,0.4285714285714285,,,,Focused,p1,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (5, 0.6)})","['same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same']","['modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same']"
Bayesian,stu6_acf_p1,0.8,,,,0.6666666666666666,,,,Focused,p1,"defaultdict(None, {'same': (5, 0.8), 'modify-2': (1, 0.0)})","['same', 'same', 'same', 'same', 'same', 'modify-2']","['same', 'same', 'modify-2', 'same', 'same', 'same']"
Bayesian,stu7_ade_p1,0.8,,,,0.5217391304347826,,,,Focused,p1,"defaultdict(None, {'same': (9, 0.5555555555555556), 'modify-1': (12, 0.5), 'modify-2': (2, 0.5)})","['same', 'same', 'same', 'same', 'modify-1', 'modify-3', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-2', 'modify-1', 'same']","['same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'modify-2', 'modify-1', 'same']"
Greedy,pro13_ace_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,pro15_ade_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Greedy,pro17_ace_p1,0.8,0.0,0.0,,0.6363636363636364,0,0.0,,Focused,p1,,,
Greedy,pro18_adf_p1,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p1,,,
Greedy,pro20_ade_p1,0.8,0.0,0.0,,0.75,0,0.0,,Focused,p1,,,
Greedy,pro21_ade_p1,0.8,0.0,0.0,,0.7222222222222222,0,0.0,,Focused,p1,,,
Greedy,pro22_ade_p1,0.8,0.0,0.0,,0.9285714285714286,0,0.0,,Focused,p1,,,
Greedy,pro23_acf_p1,0.8,0.0,0.0,,0.6363636363636364,0,0.0,,Focused,p1,,,
Greedy,pro24_adf_p1,0.8,0.0,0.0,,0.5714285714285714,0,0.0,,Focused,p1,,,
Greedy,pro25_acf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,pro29_ace_p1,0.8,0.0,0.0,,0.75,0,0.0,,Focused,p1,,,
Greedy,pro31_adf_p1,0.8,0.0,0.0,,0.4545454545454545,0,0.0,,Focused,p1,,,
Greedy,pro3_ace_p1,0.8,0.0,0.0,,0.4285714285714285,0,0.0,,Focused,p1,,,
Greedy,pro5_adf_p1,0.8,0.0,0.0,,0.3571428571428571,0,0.0,,Focused,p1,,,
Greedy,pro8_acf_p1,0.8,0.0,0.0,,0.5652173913043478,0,0.0,,Focused,p1,,,
Greedy,pro9_acf_p1,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p1,,,
Greedy,stu10_acf_p1,0.8,0.0,0.0,,0.25,0,0.0,,Focused,p1,,,
Greedy,stu11_adf_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Greedy,stu13_acf_p1,0.8,0.0,0.0,,0.25,0,0.0,,Focused,p1,,,
Greedy,stu15_ade_p1,0.8,0.0,0.0,,0.5714285714285714,0,0.0,,Focused,p1,,,
Greedy,stu17_ace_p1,0.8,0.0,0.0,,0.0,0,0.0,,Focused,p1,,,
Greedy,stu21_ace_p1,0.8,0.0,0.0,,0.6,0,0.0,,Focused,p1,,,
Greedy,stu24_ace_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu25_ace_p1,0.8,0.0,0.0,,0.9090909090909092,0,0.0,,Focused,p1,,,
Greedy,stu26_ace_p1,0.8,0.0,0.0,,0.8,0,0.0,,Focused,p1,,,
Greedy,stu29_ade_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu30_adf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu31_ade_p1,0.8,0.0,0.0,,0.7,0,0.0,,Focused,p1,,,
Greedy,stu36_adf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu37_adf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu38_acf_p1,0.8,0.0,0.0,,0.3076923076923077,0,0.0,,Focused,p1,,,
Greedy,stu39_adf_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Greedy,stu3_acf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu4_ade_p1,0.8,0.0,0.0,,0.4285714285714285,0,0.0,,Focused,p1,,,
Greedy,stu6_acf_p1,0.8,0.0,0.0,,0.8333333333333334,0,0.0,,Focused,p1,,,
Greedy,stu7_ade_p1,0.8,0.0,0.0,,0.6086956521739131,0,0.0,,Focused,p1,,,
HMM,pro13_ace_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro15_ade_p1,0.8,0.0,0.0,,0.6,,,,Focused,p1,,,
HMM,pro17_ace_p1,0.8,0.0,0.0,,0.1818181818181818,,,,Focused,p1,,,
HMM,pro18_adf_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,pro20_ade_p1,0.8,0.0,0.0,,0.75,,,,Focused,p1,,,
HMM,pro21_ade_p1,0.8,0.0,0.0,,0.4444444444444444,,,,Focused,p1,,,
HMM,pro22_ade_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro23_acf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,pro24_adf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,pro25_acf_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro29_ace_p1,0.8,0.0,0.0,,0.8,,,,Focused,p1,,,
HMM,pro31_adf_p1,0.8,0.0,0.0,,0.7272727272727273,,,,Focused,p1,,,
HMM,pro3_ace_p1,0.8,0.0,0.0,,0.4285714285714285,,,,Focused,p1,,,
HMM,pro5_adf_p1,0.8,0.0,0.0,,0.0714285714285714,,,,Focused,p1,,,
HMM,pro8_acf_p1,0.8,0.0,0.0,,0.1739130434782608,,,,Focused,p1,,,
HMM,pro9_acf_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,stu10_acf_p1,0.8,0.0,0.0,,0.3333333333333333,,,,Focused,p1,,,
HMM,stu11_adf_p1,0.8,0.0,0.0,,0.6,,,,Focused,p1,,,
HMM,stu13_acf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,stu15_ade_p1,0.8,0.0,0.0,,0.5714285714285714,,,,Focused,p1,,,
HMM,stu17_ace_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,stu21_ace_p1,0.8,0.0,0.0,,0.8,,,,Focused,p1,,,
HMM,stu24_ace_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu25_ace_p1,0.8,0.0,0.0,,0.9090909090909092,,,,Focused,p1,,,
HMM,stu26_ace_p1,0.8,0.0,0.0,,0.8,,,,Focused,p1,,,
HMM,stu29_ade_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu30_adf_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu31_ade_p1,0.8,0.0,0.0,,0.7,,,,Focused,p1,,,
HMM,stu36_adf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,stu37_adf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,stu38_acf_p1,0.8,0.0,0.0,,0.3846153846153846,,,,Focused,p1,,,
HMM,stu39_adf_p1,0.8,0.0,0.0,,0.2,,,,Focused,p1,,,
HMM,stu3_acf_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu4_ade_p1,0.8,0.0,0.0,,0.1428571428571428,,,,Focused,p1,,,
HMM,stu6_acf_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,stu7_ade_p1,0.8,0.0,0.0,,0.391304347826087,,,,Focused,p1,,,
Momentum,pro13_ace_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro15_ade_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro17_ace_p1,0.8,0.0,0.0,,0.0909090909090909,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro18_adf_p1,0.8,0.0,0.0,,0.2,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro20_ade_p1,0.8,0.0,0.0,,0.625,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro21_ade_p1,0.8,0.0,0.0,,0.5555555555555556,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro22_ade_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro23_acf_p1,0.8,0.0,0.0,,0.6363636363636364,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro24_adf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro25_acf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro29_ace_p1,0.8,0.0,0.0,,0.2,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro31_adf_p1,0.8,0.0,0.0,,0.5454545454545454,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro3_ace_p1,0.8,0.0,0.0,,0.2857142857142857,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro5_adf_p1,0.8,0.0,0.0,,0.6428571428571429,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro8_acf_p1,0.8,0.0,0.0,,0.2608695652173913,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro9_acf_p1,0.8,0.0,0.0,,0.375,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu10_acf_p1,0.8,0.0,0.0,,0.25,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu11_adf_p1,0.8,0.0,0.0,,0.4,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu13_acf_p1,0.8,0.0,0.0,,0.5,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu15_ade_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu17_ace_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu21_ace_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu24_ace_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu25_ace_p1,0.8,0.0,0.0,,0.7272727272727273,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu26_ace_p1,0.8,0.0,0.0,,0.5,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu29_ade_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu30_adf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu31_ade_p1,0.8,0.0,0.0,,0.3,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu36_adf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu37_adf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu38_acf_p1,0.8,0.0,0.0,,0.2307692307692307,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu39_adf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu3_acf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu4_ade_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu6_acf_p1,0.8,0.0,0.0,,0.3333333333333333,"[0, 0, 0]",,,Focused,p1,,,
