Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
QLearn,U_13,0.1,0.6,0.1,0.05,0.5833333333333334,"[0.3333333333333333, 0.5833333333333334, 0.6666666666666666]",1.020408163265306
QLearn,U_13,0.5,0.7,0.0001,0.5,0.6666666666666666,"[0.0, 0.5555555555555556, 0.875]",1.027027027027027
QLearn,U_13,0.1,0.8,1,0.2,0.5833333333333334,"[1.0, 0.3333333333333333, 0.8]",1.0399999999999998
QLearn,U_13,0.1,0.9,0.1,0.8,0.6666666666666666,"[0, 0.3333333333333333, 1.0]",1.0769230769230769
QLearn,U_14,0.01,0.05,0.0001,0.05,0.28888888888888886,"[0.7272727272727273, 0.13636363636363635, 0.16666666666666666]",1.0109890109890112
QLearn,U_14,0.01,0.1,0.0001,0.05,0.2558139534883721,"[0.6666666666666666, 0.13636363636363635, 0.16666666666666666]",1.0114942528735633
QLearn,U_14,0.1,0.2,0.01,0.2,0.5526315789473685,"[0.75, 0.7222222222222222, 0.16666666666666666]",1.0129870129870129
QLearn,U_14,0.5,0.3,0.01,0.2,0.5454545454545454,"[0.75, 0.35714285714285715, 0.6363636363636364]",1.0149253731343284
QLearn,U_14,0.1,0.4,0.1,0.05,0.7586206896551724,"[0.75, 0.6363636363636364, 0.9]",1.0169491525423728
QLearn,U_14,0.1,0.5,0.1,0.5,0.7916666666666666,"[0.8333333333333334, 0.625, 0.9]",1.0204081632653061
QLearn,U_14,0.5,0.6,0.001,0.5,0.5263157894736842,"[0.5, 0.5714285714285714, 0.5]",1.0256410256410255
QLearn,U_14,0.05,0.7,0.5,0.2,0.8666666666666667,"[0.8333333333333334, 0.75, 1.0]",1.0322580645161292
QLearn,U_14,0.1,0.8,0.1,0.5,0.7,"[0.0, 0.5, 1.0]",1.0476190476190474
QLearn,U_14,0.01,0.9,0.5,0.1,1.0,"[0, 0, 1.0]",0.5454545454545454
QLearn,U_15,0.1,0.05,0.1,0.2,0.4788732394366197,"[0.7272727272727273, 0.45098039215686275, 0.3333333333333333]",1.006993006993007
QLearn,U_15,0.1,0.1,0.01,0.2,0.7313432835820896,"[0.6363636363636364, 0.8297872340425532, 0.3333333333333333]",1.007407407407407
QLearn,U_15,0.1,0.2,0.0001,0.99,0.6833333333333333,"[0.6363636363636364, 0.8, 0.2222222222222222]",1.0082644628099173
QLearn,U_15,0.05,0.3,0.5,0.5,0.7692307692307693,"[0.6363636363636364, 0.8378378378378378, 0.5]",1.0095238095238095
QLearn,U_15,0.1,0.4,0.1,0.1,0.7555555555555555,"[0.6363636363636364, 0.8333333333333334, 0.5]",1.010989010989011
QLearn,U_15,0.1,0.5,1,0.8,0.4594594594594595,"[0.0, 0.64, 0.25]",1.0133333333333332
QLearn,U_15,0.05,0.6,0.5,0.1,0.7333333333333333,"[0.75, 0.7777777777777778, 0.5]",1.0163934426229508
QLearn,U_15,0.1,0.7,0.0001,0.2,0.7391304347826086,"[0.0, 0.8823529411764706, 0.5]",1.0212765957446805
QLearn,U_15,0.1,0.8,0.1,0.05,0.6,"[0.0, 0.7, 0.6666666666666666]",1.0322580645161288
QLearn,U_15,0.05,0.9,1,0.1,0.625,"[0, 0.8333333333333334, 0.0]",1.0588235294117647
QLearn,U_16,0.01,0.05,0.001,0.05,0.22807017543859648,"[0.5714285714285714, 0.125, 0.4]",1.0086956521739132
QLearn,U_16,0.01,0.1,1,0.1,0.24074074074074073,"[0.42857142857142855, 0.16216216216216217, 0.4]",1.0091743119266057
QLearn,U_16,0.5,0.2,0.01,0.1,0.5,"[0.42857142857142855, 0.5, 0.5555555555555556]",1.0103092783505156
QLearn,U_16,0.7,0.3,0.0001,0.8,0.40476190476190477,"[0.6, 0.39285714285714285, 0.3333333333333333]",1.011764705882353
QLearn,U_16,0.1,0.4,0.1,0.1,0.5277777777777778,"[0.6, 0.5833333333333334, 0.2857142857142857]",1.0136986301369864
QLearn,U_16,0.1,0.5,0.5,0.5,0.6,"[0.5, 0.7368421052631579, 0.2857142857142857]",1.0163934426229508
QLearn,U_16,0.01,0.6,0.1,0.05,0.5416666666666666,"[0.5, 0.6923076923076923, 0.2857142857142857]",1.0204081632653064
QLearn,U_16,0.1,0.7,0.5,0.8,0.5555555555555556,"[0.5, 0.5454545454545454, 0.6666666666666666]",1.0270270270270272
QLearn,U_16,0.1,0.8,0.001,0.2,0.5833333333333334,"[0.5, 0.5714285714285714, 0.6666666666666666]",1.04
QLearn,U_16,0.1,0.9,0.001,0.05,0.5,"[0.5, 0.6666666666666666, 0.0]",1.076923076923077
QLearn,U_17,0.1,0.05,0.0001,0.2,0.3373493975903614,"[0.75, 0.125, 0.4666666666666667]",1.0059880239520955
QLearn,U_17,0.1,0.1,0.0001,0.8,0.6835443037974683,"[0.75, 0.75, 0.4]",1.0062893081761006
QLearn,U_17,0.5,0.2,0.5,0.1,0.6,"[0.631578947368421, 0.5384615384615384, 0.75]",1.0070921985815604
QLearn,U_17,0.1,0.3,0.5,0.9,0.6721311475409836,"[0.6842105263157895, 0.6857142857142857, 0.5714285714285714]",1.008130081300813
QLearn,U_17,0.5,0.4,0.1,0.2,0.5094339622641509,"[0.5625, 0.5333333333333333, 0.2857142857142857]",1.0093457943925233
QLearn,U_17,0.5,0.5,0.0001,0.1,0.45454545454545453,"[0.6428571428571429, 0.375, 0.3333333333333333]",1.01123595505618
QLearn,U_17,0.1,0.6,0.5,0.5,0.5142857142857142,"[0.7142857142857143, 0.4375, 0.2]",1.0140845070422535
QLearn,U_17,0.1,0.7,0.1,0.1,0.6666666666666666,"[0.8461538461538461, 0.5555555555555556, 0.4]",1.0181818181818179
QLearn,U_17,0.1,0.8,0.5,0.5,0.6666666666666666,"[0.875, 0.5, 0.5]",1.0270270270270268
QLearn,U_17,0.1,0.9,0.1,0.1,0.7777777777777778,"[0.0, 0.75, 1.0]",1.0526315789473686
QLearn,U_18,0.01,0.05,0.0001,0.1,0.3170731707317073,"[0.14285714285714285, 0.7142857142857143, 0.1]",1.0120481927710845
QLearn,U_18,0.1,0.1,0.0001,0.8,0.48717948717948717,"[0.14285714285714285, 0.15384615384615385, 0.8421052631578947]",1.0126582278481013
QLearn,U_18,0.5,0.2,0.001,0.9,0.5428571428571428,"[0.42857142857142855, 0.4, 0.6666666666666666]",1.0140845070422535
QLearn,U_18,0.5,0.3,0.0001,0.8,0.2903225806451613,"[0.42857142857142855, 0.3333333333333333, 0.2222222222222222]",1.015873015873016
QLearn,U_18,0.01,0.4,0.5,0.1,0.6153846153846154,"[0.14285714285714285, 0.5, 0.9230769230769231]",1.0188679245283019
QLearn,U_18,0.1,0.5,0.001,0.05,0.5909090909090909,"[0.14285714285714285, 0.6666666666666666, 0.8888888888888888]",1.022222222222222
QLearn,U_18,0.01,0.6,0.5,0.5,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]",1.0270270270270268
QLearn,U_18,0.05,0.7,0.5,0.9,0.38461538461538464,"[0.14285714285714285, 0.5, 1.0]",1.037037037037037
QLearn,U_18,0.1,0.8,0.5,0.8,0.7777777777777778,"[0.75, 0.6666666666666666, 1.0]",1.0526315789473684
QLearn,U_18,0.01,0.9,0.5,0.2,0.6,"[0, 0.3333333333333333, 1.0]",1.0909090909090908
QLearn,U_19,0.01,0.05,0.5,0.5,0.36507936507936506,"[0.19047619047619047, 0.6153846153846154, 0.1875]",1.0078740157480315
QLearn,U_19,0.5,0.1,0.0001,0.05,0.6,"[0.5555555555555556, 0.5769230769230769, 0.6875]",1.0082644628099173
QLearn,U_19,0.01,0.2,0.5,0.2,0.22641509433962265,"[0.5454545454545454, 0.11538461538461539, 0.1875]",1.0093457943925237
QLearn,U_19,0.7,0.3,0.01,0.5,0.48936170212765956,"[0.6666666666666666, 0.43478260869565216, 0.4666666666666667]",1.0105263157894737
QLearn,U_19,0.5,0.4,0.01,0.5,0.4,"[0.625, 0.47058823529411764, 0.2]",1.0123456790123455
QLearn,U_19,0.1,0.5,0.01,0.05,0.3939393939393939,"[0.5, 0.6923076923076923, 0.07142857142857142]",1.0149253731343284
QLearn,U_19,0.1,0.6,0.1,0.9,0.4074074074074074,"[0.6666666666666666, 0.8, 0.07142857142857142]",1.018181818181818
QLearn,U_19,0.1,0.7,0.1,0.2,0.25,"[0.6666666666666666, 0.5, 0.07692307692307693]",1.024390243902439
QLearn,U_19,0.1,0.8,0.1,0.05,0.0,"[0, 0.0, 0.0]",0.5172413793103448
QLearn,U_19,0.1,0.9,0.1,0.5,1.0,"[0, 0, 1.0]",1.0666666666666669
QLearn,U_2,0.01,0.05,0.001,0.99,0.7226890756302521,"[0.5263157894736842, 0.7906976744186046, 0.5714285714285714]",1.00418410041841
QLearn,U_2,0.5,0.1,0.0001,0.8,0.5309734513274337,"[0.5263157894736842, 0.5301204819277109, 0.5454545454545454]",1.0044052863436121
QLearn,U_2,0.5,0.2,0.0001,0.99,0.54,"[0.35714285714285715, 0.5866666666666667, 0.45454545454545453]",1.0049751243781098
QLearn,U_2,0.01,0.3,1,0.5,0.6590909090909091,"[0.46153846153846156, 0.7076923076923077, 0.6]",1.0056497175141241
QLearn,U_2,0.1,0.4,0.5,0.9,0.64,"[0.5, 0.7037037037037037, 0.4444444444444444]",1.0066225165562914
QLearn,U_2,0.1,0.5,0.001,0.1,0.6349206349206349,"[0.5454545454545454, 0.717391304347826, 0.16666666666666666]",1.0078740157480315
QLearn,U_2,0.01,0.6,0.5,0.2,0.68,"[0.375, 0.75, 0.6666666666666666]",1.0099009900990097
QLearn,U_2,0.1,0.7,0.1,0.2,0.6578947368421053,"[0.42857142857142855, 0.7307692307692307, 0.6]",1.0129870129870129
QLearn,U_2,0.05,0.8,0.01,0.5,0.68,"[0.3333333333333333, 0.7222222222222222, 0.75]",1.0196078431372548
QLearn,U_2,0.05,0.9,0.1,0.8,0.7692307692307693,"[0.5, 0.8, 1.0]",1.0370370370370374
QLearn,U_20,0.1,0.05,0.0001,0.5,0.27419354838709675,"[0.20512820512820512, 0.5625, 0.1509433962264151]",1.004016064257028
QLearn,U_20,0.5,0.1,0.5,0.9,0.6239316239316239,"[0.6666666666666666, 0.3448275862068966, 0.7551020408163265]",1.0042553191489363
QLearn,U_20,0.7,0.2,0.0001,0.5,0.5192307692307693,"[0.4722222222222222, 0.6190476190476191, 0.5106382978723404]",1.0047846889952152
QLearn,U_20,0.01,0.3,0.5,0.5,0.7912087912087912,"[0.8518518518518519, 0.5789473684210527, 0.8444444444444444]",1.005464480874317
QLearn,U_20,0.1,0.4,0.1,0.5,0.7564102564102564,"[0.7142857142857143, 0.47368421052631576, 0.8888888888888888]",1.0063694267515924
QLearn,U_20,0.05,0.5,0.1,0.5,0.7846153846153846,"[0.5714285714285714, 0.625, 0.8809523809523809]",1.0076335877862597
QLearn,U_20,0.01,0.6,0.1,0.05,0.8269230769230769,"[0.6, 0.6666666666666666, 0.9142857142857143]",1.0095238095238095
QLearn,U_20,0.1,0.7,0.1,0.05,0.8205128205128205,"[0.5, 0.5714285714285714, 0.9]",1.0126582278481013
QLearn,U_20,0.1,0.8,0.01,0.1,0.8076923076923077,"[0.5, 0.7142857142857143, 0.8823529411764706]",1.0188679245283019
QLearn,U_20,0.01,0.9,0.1,0.2,0.6923076923076923,"[0.5, 0.7142857142857143, 0.75]",1.037037037037037
QLearn,U_3,0.01,0.05,0.0001,0.05,0.5348837209302325,"[0.8571428571428571, 0.1111111111111111, 0.75]",1.011494252873563
QLearn,U_3,0.01,0.1,0.0001,0.05,0.5121951219512195,"[0.8421052631578947, 0.1111111111111111, 0.75]",1.0120481927710843
QLearn,U_3,0.01,0.2,1,0.2,0.5,"[0.7058823529411765, 0.2, 0.75]",1.0136986301369866
QLearn,U_3,0.1,0.3,1,0.1,0.5,"[0.7058823529411765, 0.25, 0.3333333333333333]",1.0153846153846153
QLearn,U_3,0.05,0.4,0.1,0.5,0.8518518518518519,"[0.875, 0.7777777777777778, 1.0]",1.018181818181818
QLearn,U_3,0.1,0.5,0.0001,0.1,0.8260869565217391,"[0.8333333333333334, 0.7777777777777778, 1.0]",1.0212765957446808
QLearn,U_3,0.1,0.6,0.1,0.8,0.7222222222222222,"[0.6666666666666666, 0.7142857142857143, 1.0]",1.0270270270270272
QLearn,U_3,0.1,0.7,0.1,0.8,0.7857142857142857,"[0.7777777777777778, 0.6666666666666666, 1.0]",1.0344827586206897
QLearn,U_3,0.01,0.8,0.1,0.05,0.8888888888888888,"[0.875, 0, 1.0]",1.0526315789473686
QLearn,U_3,0.1,0.9,0.5,0.1,0.8,"[0.75, 0, 1.0]",1.090909090909091
QLearn,U_4,0.1,0.05,0.001,0.99,0.5584415584415584,"[0.6, 0.6097560975609756, 0.375]",1.0064516129032257
QLearn,U_4,0.1,0.1,0.1,0.5,0.5068493150684932,"[0.35, 0.6216216216216216, 0.4375]",1.0068027210884352
QLearn,U_4,0.5,0.2,0.001,0.2,0.6153846153846154,"[0.6, 0.5882352941176471, 0.7272727272727273]",1.0076335877862594
QLearn,U_4,0.1,0.3,0.1,0.05,0.47368421052631576,"[0.3157894736842105, 0.59375, 0.3333333333333333]",1.008695652173913
QLearn,U_4,0.7,0.4,0.5,0.9,0.32653061224489793,"[0.4117647058823529, 0.2962962962962963, 0.2]",1.0101010101010102
QLearn,U_4,0.1,0.5,0.1,0.1,0.6829268292682927,"[0.7692307692307693, 0.6956521739130435, 0.4]",1.0120481927710843
QLearn,U_4,0.5,0.6,0.01,0.8,0.6363636363636364,"[0.8181818181818182, 0.5789473684210527, 0.3333333333333333]",1.0149253731343284
QLearn,U_4,0.5,0.7,0.1,0.9,0.72,"[0.8333333333333334, 0.7058823529411765, 0.5]",1.0196078431372548
QLearn,U_4,0.7,0.8,0.001,0.9,0.35294117647058826,"[1.0, 0.35714285714285715, 0.0]",1.0285714285714287
QLearn,U_4,0.1,0.9,0.1,0.1,0.6666666666666666,"[0.0, 0.7142857142857143, 1.0]",1.0526315789473684
QLearn,U_5,0.01,0.05,0.001,0.8,0.3902439024390244,"[0.21739130434782608, 0.7551020408163265, 0.11764705882352941]",1.0040485829959513
QLearn,U_5,0.1,0.1,0.1,0.05,0.7094017094017094,"[0.391304347826087, 0.7291666666666666, 0.8478260869565217]",1.004255319148936
QLearn,U_5,0.1,0.2,0.1,0.2,0.75,"[0.5238095238095238, 0.7435897435897436, 0.8636363636363636]",1.004784688995215
QLearn,U_5,0.1,0.3,0.01,0.05,0.6703296703296703,"[0.1, 0.7241379310344828, 0.9047619047619048]",1.0054644808743172
QLearn,U_5,0.1,0.4,0.1,0.05,0.8076923076923077,"[0.7647058823529411, 0.7619047619047619, 0.85]",1.0063694267515924
QLearn,U_5,0.1,0.5,0.1,0.5,0.8615384615384616,"[0.9411764705882353, 0.8095238095238095, 0.8518518518518519]",1.0076335877862594
QLearn,U_5,0.01,0.6,0.1,0.2,0.8461538461538461,"[0.8, 0.7647058823529411, 0.92]",1.0095238095238097
QLearn,U_5,0.01,0.7,0.1,0.5,0.8205128205128205,"[0.5, 0.7333333333333333, 0.9090909090909091]",1.0126582278481013
QLearn,U_5,0.1,0.8,0.1,0.8,0.8846153846153846,"[0, 0.9, 0.875]",1.018867924528302
QLearn,U_5,0.05,0.9,0.1,0.5,1.0,"[0, 0, 1.0]",1.0370370370370368
QLearn,U_6,0.01,0.05,0.01,0.1,0.34946236559139787,"[0.2653061224489796, 0.6461538461538462, 0.1388888888888889]",1.002680965147453
QLearn,U_6,0.01,0.1,1,0.9,0.24431818181818182,"[0.45, 0.1875, 0.18055555555555555]",1.0028328611898016
QLearn,U_6,0.1,0.2,0.01,0.2,0.42948717948717946,"[0.6666666666666666, 0.6, 0.19718309859154928]",1.003194888178914
QLearn,U_6,0.1,0.3,0.01,0.1,0.7299270072992701,"[0.42105263157894735, 0.673469387755102, 0.855072463768116]",1.0036363636363637
QLearn,U_6,0.1,0.4,0.1,0.1,0.7264957264957265,"[0.6842105263157895, 0.6956521739130435, 0.7692307692307693]",1.0042553191489363
QLearn,U_6,0.1,0.5,0.01,0.2,0.7346938775510204,"[0.5384615384615384, 0.65, 0.8666666666666667]",1.0050761421319796
QLearn,U_6,0.05,0.6,0.1,0.05,0.782051282051282,"[0.6363636363636364, 0.7096774193548387, 0.8888888888888888]",1.0063694267515921
QLearn,U_6,0.1,0.7,0.1,0.05,0.6949152542372882,"[0.5555555555555556, 0.6, 0.84]",1.008403361344538
QLearn,U_6,0.1,0.8,0.1,0.5,0.7435897435897436,"[0.5714285714285714, 0.6153846153846154, 0.8947368421052632]",1.0126582278481011
QLearn,U_6,0.1,0.9,0.01,0.05,0.8,"[0.75, 0.6, 0.9090909090909091]",1.0243902439024393
QLearn,U_7,0.01,0.05,0.0001,0.1,0.5106382978723404,"[0.2222222222222222, 0.76, 0.23076923076923078]",1.0105263157894737
QLearn,U_7,0.01,0.1,0.0001,0.05,0.4888888888888889,"[0.2222222222222222, 0.7391304347826086, 0.23076923076923078]",1.0109890109890112
QLearn,U_7,0.01,0.2,0.0001,0.05,0.425,"[0.2222222222222222, 0.6666666666666666, 0.23076923076923078]",1.0123456790123455
QLearn,U_7,0.01,0.3,1,0.1,0.34285714285714286,"[0.2222222222222222, 0.5714285714285714, 0.16666666666666666]",1.0140845070422535
QLearn,U_7,0.1,0.4,0.01,0.1,0.4666666666666667,"[0.5, 0.6428571428571429, 0.25]",1.0163934426229508
QLearn,U_7,0.01,0.5,1,0.1,0.32,"[0.0, 0.5, 0.16666666666666666]",1.0196078431372546
QLearn,U_7,0.1,0.6,0.01,0.2,0.35,"[0.0, 0.6, 0.1111111111111111]",1.024390243902439
QLearn,U_7,0.1,0.7,0.0001,0.05,0.26666666666666666,"[0, 0.5, 0.1111111111111111]",1.032258064516129
QLearn,U_7,0.05,0.8,0.1,0.05,0.9,"[0, 0.6666666666666666, 1.0]",1.0476190476190477
QLearn,U_7,0.1,0.9,0.001,0.1,0.6,"[0, 0.6666666666666666, 0.5]",1.090909090909091
QLearn,U_8,0.01,0.05,0.0001,0.05,0.717948717948718,"[0.3, 0.8085106382978723, 0.7142857142857143]",1.0063694267515924
QLearn,U_8,0.01,0.1,0.0001,0.05,0.5675675675675675,"[0.3, 0.7906976744186046, 0.23809523809523808]",1.0067114093959733
QLearn,U_8,0.1,0.2,0.0001,0.99,0.5151515151515151,"[0.3, 0.7567567567567568, 0.15789473684210525]",1.0075187969924813
QLearn,U_8,0.1,0.3,0.1,0.8,0.6379310344827587,"[0.4, 0.6551724137931034, 0.7368421052631579]",1.0085470085470087
QLearn,U_8,0.01,0.4,0.5,0.8,0.64,"[0.3, 0.76, 0.6666666666666666]",1.00990099009901
QLearn,U_8,0.1,0.5,0.5,0.8,0.5853658536585366,"[0.6666666666666666, 0.5, 0.6428571428571429]",1.0120481927710843
QLearn,U_8,0.1,0.6,0.0001,0.99,0.3333333333333333,"[0.2222222222222222, 0.7272727272727273, 0.07692307692307693]",1.0149253731343284
QLearn,U_8,0.05,0.7,0.1,0.1,0.6,"[0.125, 0.75, 0.8888888888888888]",1.0196078431372548
QLearn,U_8,0.01,0.8,0.1,0.05,0.7058823529411765,"[0.2, 0.8, 1.0]",1.0285714285714285
QLearn,U_8,0.1,0.9,0.1,0.1,0.8888888888888888,"[0, 0.5, 1.0]",1.0526315789473684
QLearn,U_9,0.1,0.05,0.0001,0.05,0.5420560747663551,"[0.2692307692307692, 0.711864406779661, 0.4090909090909091]",1.004651162790698
QLearn,U_9,0.5,0.1,0.01,0.5,0.504950495049505,"[0.46153846153846156, 0.4909090909090909, 0.6]",1.0049261083743841
QLearn,U_9,0.1,0.2,0.1,0.05,0.6444444444444445,"[0.5833333333333334, 0.6808510638297872, 0.631578947368421]",1.0055248618784531
QLearn,U_9,0.01,0.3,1,0.1,0.5316455696202531,"[0.3333333333333333, 0.6739130434782609, 0.3333333333333333]",1.0062893081761006
QLearn,U_9,0.01,0.4,0.1,0.1,0.6176470588235294,"[0.6666666666666666, 0.7368421052631579, 0.26666666666666666]",1.0072992700729926
QLearn,U_9,0.1,0.5,0.01,0.05,0.6071428571428571,"[0.6923076923076923, 0.7241379310344828, 0.2857142857142857]",1.008849557522124
QLearn,U_9,0.05,0.6,0.1,0.05,0.6888888888888889,"[0.7272727272727273, 0.7272727272727273, 0.5833333333333334]",1.0109890109890112
QLearn,U_9,0.1,0.7,0.5,0.8,0.5882352941176471,"[0.5, 0.6428571428571429, 0.5833333333333334]",1.0144927536231887
QLearn,U_9,0.05,0.8,0.1,0.2,0.6521739130434783,"[0.8, 0.6666666666666666, 0.5555555555555556]",1.0212765957446808
QLearn,U_9,0.05,0.9,0.1,0.9,0.3333333333333333,"[0.0, 1.0, 0.0]",1.04
