Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task,GranularPredictions,Predictions,GroundTruth
ActorCritic,stu23_bdf_p1,0.8,0.1,0.8,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu22_bde_p1,0.8,0.1,0.9,1.0,0.9230769230769232,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu27_bdf_p1,0.8,0.0001,0.2,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,pro2_bce_p1,0.8,0.01,0.1,1.0,0.5862068965517241,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu8_bce_p1,0.8,0.0001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu9_bcf_p1,0.8,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu1_bce_p1,0.8,0.001,0.1,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu40_bdf_p1,0.8,0.001,0.5,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu2_bce_p1,0.8,0.1,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu33_bce_p1,0.8,0.001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu5_bcf_p1,0.8,0.001,0.05,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu16_bcf_p1,0.8,0.001,0.2,1.0,0.5428571428571428,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu34_bcf_p1,0.8,0.1,0.99,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1,,,
ActorCritic,stu35_bde_p1,0.8,0.1,0.99,1.0,0.3157894736842105,"[None, None, None]",0.0,0.0,Focused,p1,,,
Bayesian,pro10_bdf_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,pro11_bcf_p1,0.8,0.0,0.0,,0.1111111111111111,0,0.0,,Focused,p1,,,
Bayesian,pro12_bdf_p1,0.8,0.0,0.0,,0.0933333333333333,0,0.0,,Focused,p1,,,
Bayesian,pro14_bdf_p1,0.8,0.0,0.0,,0.15,0,0.0,,Focused,p1,,,
Bayesian,pro16_bce_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,pro19_bcf_p1,0.8,0.0,0.0,,0.0615384615384615,0,0.0,,Focused,p1,,,
Bayesian,pro1_bcf_p1,0.8,0.0,0.0,,0.1666666666666666,0,0.0,,Focused,p1,,,
Bayesian,pro26_bde_p1,0.8,0.0,0.0,,0.109090909090909,0,0.0,,Focused,p1,,,
Bayesian,pro27_bcf_p1,0.8,0.0,0.0,,0.1217391304347826,0,0.0,,Focused,p1,,,
Bayesian,pro28_bce_p1,0.8,0.0,0.0,,0.0571428571428571,0,0.0,,Focused,p1,,,
Bayesian,pro2_bce_p1,0.8,0.0,0.0,,0.0689655172413793,0,0.0,,Focused,p1,,,
Bayesian,pro30_bde_p1,0.8,0.0,0.0,,0.0857142857142857,0,0.0,,Focused,p1,,,
Bayesian,pro32_bdf_p1,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p1,,,
Bayesian,pro4_bce_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,pro6_bde_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,pro7_bde_p1,0.8,0.0,0.0,,0.1454545454545454,0,0.0,,Focused,p1,,,
Bayesian,stu12_bdf_p1,0.8,0.0,0.0,,0.0615384615384615,0,0.0,,Focused,p1,,,
Bayesian,stu14_bcf_p1,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p1,,,
Bayesian,stu16_bcf_p1,0.8,0.0,0.0,,0.0685714285714285,0,0.0,,Focused,p1,,,
Bayesian,stu18_bde_p1,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p1,,,
Bayesian,stu19_bde_p1,0.8,0.0,0.0,,0.08,0,0.0,,Focused,p1,,,
Bayesian,stu1_bce_p1,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p1,,,
Bayesian,stu20_bdf_p1,0.8,0.0,0.0,,0.05,0,0.0,,Focused,p1,,,
Bayesian,stu22_bde_p1,0.8,0.0,0.0,,0.0923076923076923,0,0.0,,Focused,p1,,,
Bayesian,stu23_bdf_p1,0.8,0.0,0.0,,0.0333333333333333,0,0.0,,Focused,p1,,,
Bayesian,stu27_bdf_p1,0.8,0.0,0.0,,0.18,0,0.0,,Focused,p1,,,
Bayesian,stu28_bde_p1,0.8,0.0,0.0,,0.16,0,0.0,,Focused,p1,,,
Bayesian,stu2_bce_p1,0.8,0.0,0.0,,0.0888888888888888,0,0.0,,Focused,p1,,,
Bayesian,stu32_bce_p1,0.8,0.0,0.0,,0.0285714285714285,0,0.0,,Focused,p1,,,
Bayesian,stu33_bce_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,stu34_bcf_p1,0.8,0.0,0.0,,0.0952380952380952,0,0.0,,Focused,p1,,,
Bayesian,stu35_bde_p1,0.8,0.0,0.0,,0.1052631578947368,0,0.0,,Focused,p1,,,
Bayesian,stu40_bdf_p1,0.8,0.0,0.0,,0.175,0,0.0,,Focused,p1,,,
Bayesian,stu5_bcf_p1,0.8,0.0,0.0,,0.123076923076923,0,0.0,,Focused,p1,,,
Bayesian,stu8_bce_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Bayesian,stu9_bcf_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Greedy,pro10_bdf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,pro11_bcf_p1,0.8,0.0,0.0,,0.1666666666666666,0,0.0,,Focused,p1,,,
Greedy,pro12_bdf_p1,0.8,0.0,0.0,,0.4,0,0.0,,Focused,p1,,,
Greedy,pro14_bdf_p1,0.8,0.0,0.0,,0.875,0,0.0,,Focused,p1,,,
Greedy,pro16_bce_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,pro19_bcf_p1,0.8,0.0,0.0,,0.6153846153846154,0,0.0,,Focused,p1,,,
Greedy,pro1_bcf_p1,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p1,,,
Greedy,pro26_bde_p1,0.8,0.0,0.0,,0.7272727272727273,0,0.0,,Focused,p1,,,
Greedy,pro27_bcf_p1,0.8,0.0,0.0,,0.9130434782608696,0,0.0,,Focused,p1,,,
Greedy,pro28_bce_p1,0.8,0.0,0.0,,0.2857142857142857,0,0.0,,Focused,p1,,,
Greedy,pro2_bce_p1,0.8,0.0,0.0,,0.6551724137931034,0,0.0,,Focused,p1,,,
Greedy,pro30_bde_p1,0.8,0.0,0.0,,0.7142857142857143,0,0.0,,Focused,p1,,,
Greedy,pro32_bdf_p1,0.8,0.0,0.0,,0.0,0,0.0,,Focused,p1,,,
Greedy,pro4_bce_p1,0.8,0.0,0.0,,0.2857142857142857,0,0.0,,Focused,p1,,,
Greedy,pro6_bde_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,pro7_bde_p1,0.8,0.0,0.0,,0.6363636363636364,0,0.0,,Focused,p1,,,
Greedy,stu12_bdf_p1,0.8,0.0,0.0,,0.3846153846153846,0,0.0,,Focused,p1,,,
Greedy,stu14_bcf_p1,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p1,,,
Greedy,stu16_bcf_p1,0.8,0.0,0.0,,0.4571428571428571,0,0.0,,Focused,p1,,,
Greedy,stu18_bde_p1,0.8,0.0,0.0,,0.3333333333333333,0,0.0,,Focused,p1,,,
Greedy,stu19_bde_p1,0.8,0.0,0.0,,0.4,0,0.0,,Focused,p1,,,
Greedy,stu1_bce_p1,0.8,0.0,0.0,,0.625,0,0.0,,Focused,p1,,,
Greedy,stu20_bdf_p1,0.8,0.0,0.0,,0.25,0,0.0,,Focused,p1,,,
Greedy,stu22_bde_p1,0.8,0.0,0.0,,0.3846153846153846,0,0.0,,Focused,p1,,,
Greedy,stu23_bdf_p1,0.8,0.0,0.0,,0.4166666666666667,0,0.0,,Focused,p1,,,
Greedy,stu27_bdf_p1,0.8,0.0,0.0,,0.8,0,0.0,,Focused,p1,,,
Greedy,stu28_bde_p1,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p1,,,
Greedy,stu2_bce_p1,0.8,0.0,0.0,,0.0,0,0.0,,Focused,p1,,,
Greedy,stu32_bce_p1,0.8,0.0,0.0,,0.4285714285714285,0,0.0,,Focused,p1,,,
Greedy,stu33_bce_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu34_bcf_p1,0.8,0.0,0.0,,0.5238095238095238,0,0.0,,Focused,p1,,,
Greedy,stu35_bde_p1,0.8,0.0,0.0,,0.4736842105263157,0,0.0,,Focused,p1,,,
Greedy,stu40_bdf_p1,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p1,,,
Greedy,stu5_bcf_p1,0.8,0.0,0.0,,0.4615384615384615,0,0.0,,Focused,p1,,,
Greedy,stu8_bce_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
Greedy,stu9_bcf_p1,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p1,,,
HMM,pro10_bdf_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro11_bcf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,pro12_bdf_p1,0.8,0.0,0.0,,0.2666666666666666,,,,Focused,p1,,,
HMM,pro14_bdf_p1,0.8,0.0,0.0,,0.125,,,,Focused,p1,,,
HMM,pro16_bce_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro19_bcf_p1,0.8,0.0,0.0,,0.5384615384615384,,,,Focused,p1,,,
HMM,pro1_bcf_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,pro26_bde_p1,0.8,0.0,0.0,,0.7272727272727273,,,,Focused,p1,,,
HMM,pro27_bcf_p1,0.8,0.0,0.0,,0.8695652173913043,,,,Focused,p1,,,
HMM,pro28_bce_p1,0.8,0.0,0.0,,0.4285714285714285,,,,Focused,p1,,,
HMM,pro2_bce_p1,0.8,0.0,0.0,,0.6551724137931034,,,,Focused,p1,,,
HMM,pro30_bde_p1,0.8,0.0,0.0,,0.7142857142857143,,,,Focused,p1,,,
HMM,pro32_bdf_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,pro4_bce_p1,0.8,0.0,0.0,,0.8571428571428571,,,,Focused,p1,,,
HMM,pro6_bde_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,pro7_bde_p1,0.8,0.0,0.0,,0.6363636363636364,,,,Focused,p1,,,
HMM,stu12_bdf_p1,0.8,0.0,0.0,,0.2307692307692307,,,,Focused,p1,,,
HMM,stu14_bcf_p1,0.8,0.0,0.0,,0.8333333333333334,,,,Focused,p1,,,
HMM,stu16_bcf_p1,0.8,0.0,0.0,,0.5142857142857142,,,,Focused,p1,,,
HMM,stu18_bde_p1,0.8,0.0,0.0,,0.6666666666666666,,,,Focused,p1,,,
HMM,stu19_bde_p1,0.8,0.0,0.0,,0.0,,,,Focused,p1,,,
HMM,stu1_bce_p1,0.8,0.0,0.0,,0.375,,,,Focused,p1,,,
HMM,stu20_bdf_p1,0.8,0.0,0.0,,0.75,,,,Focused,p1,,,
HMM,stu22_bde_p1,0.8,0.0,0.0,,0.1538461538461538,,,,Focused,p1,,,
HMM,stu23_bdf_p1,0.8,0.0,0.0,,0.5,,,,Focused,p1,,,
HMM,stu27_bdf_p1,0.8,0.0,0.0,,0.1,,,,Focused,p1,,,
HMM,stu28_bde_p1,0.8,0.0,0.0,,0.4,,,,Focused,p1,,,
HMM,stu2_bce_p1,0.8,0.0,0.0,,0.1666666666666666,,,,Focused,p1,,,
HMM,stu32_bce_p1,0.8,0.0,0.0,,0.2857142857142857,,,,Focused,p1,,,
HMM,stu33_bce_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu34_bcf_p1,0.8,0.0,0.0,,0.0476190476190476,,,,Focused,p1,,,
HMM,stu35_bde_p1,0.8,0.0,0.0,,0.3157894736842105,,,,Focused,p1,,,
HMM,stu40_bdf_p1,0.8,0.0,0.0,,0.75,,,,Focused,p1,,,
HMM,stu5_bcf_p1,0.8,0.0,0.0,,0.3846153846153846,,,,Focused,p1,,,
HMM,stu8_bce_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
HMM,stu9_bcf_p1,0.8,0.0,0.0,,1.0,,,,Focused,p1,,,
Momentum,pro10_bdf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro11_bcf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro12_bdf_p1,0.8,0.0,0.0,,0.2666666666666666,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro14_bdf_p1,0.8,0.0,0.0,,0.125,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro16_bce_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro19_bcf_p1,0.8,0.0,0.0,,0.0769230769230769,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro1_bcf_p1,0.8,0.0,0.0,,0.1666666666666666,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro26_bde_p1,0.8,0.0,0.0,,0.1818181818181818,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro27_bcf_p1,0.8,0.0,0.0,,0.0434782608695652,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro28_bce_p1,0.8,0.0,0.0,,0.2857142857142857,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro2_bce_p1,0.8,0.0,0.0,,0.2413793103448276,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro30_bde_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro32_bdf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro4_bce_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro6_bde_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,pro7_bde_p1,0.8,0.0,0.0,,0.1818181818181818,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu12_bdf_p1,0.8,0.0,0.0,,0.2307692307692307,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu14_bcf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu16_bcf_p1,0.8,0.0,0.0,,0.1428571428571428,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu18_bde_p1,0.8,0.0,0.0,,0.5555555555555556,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu19_bde_p1,0.8,0.0,0.0,,0.4,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu1_bce_p1,0.8,0.0,0.0,,0.0833333333333333,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu20_bdf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu22_bde_p1,0.8,0.0,0.0,,0.3076923076923077,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu23_bdf_p1,0.8,0.0,0.0,,0.3333333333333333,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu27_bdf_p1,0.8,0.0,0.0,,0.1,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu28_bde_p1,0.8,0.0,0.0,,0.2,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu2_bce_p1,0.8,0.0,0.0,,0.1111111111111111,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu32_bce_p1,0.8,0.0,0.0,,0.2857142857142857,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu33_bce_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu34_bcf_p1,0.8,0.0,0.0,,0.1904761904761904,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu35_bde_p1,0.8,0.0,0.0,,0.4736842105263157,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu40_bdf_p1,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu5_bcf_p1,0.8,0.0,0.0,,0.2307692307692307,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu8_bce_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
Momentum,stu9_bcf_p1,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p1,,,
OnlineSVM,pro10_bdf_p1,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (4, 1.0)})",,,Focused,p1,,,
OnlineSVM,pro11_bcf_p1,0.8,0.0,0.0,,0.6666666666666666,"defaultdict(None, {'same': (15, 0.7333333333333333), 'modify-2': (3, 0.3333333333333333)})",,,Focused,p1,,,
OnlineSVM,pro12_bdf_p1,0.8,0.0,0.0,,0.3333333333333333,"defaultdict(None, {'same': (9, 0.4444444444444444), 'modify-1': (4, 0.0), 'modify-2': (2, 0.5)})",,,Focused,p1,,,
OnlineSVM,pro14_bdf_p1,0.8,0.0,0.0,,0.625,"defaultdict(None, {'same': (7, 0.7142857142857143), 'modify-1': (1, 0.0)})",,,Focused,p1,,,
OnlineSVM,pro16_bce_p1,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (4, 1.0)})",,,Focused,p1,,,
OnlineSVM,pro19_bcf_p1,0.8,0.0,0.0,,0.3076923076923077,"defaultdict(None, {'same': (8, 0.5), 'modify-1': (4, 0.0), 'modify-2': (1, 0.0)})",,,Focused,p1,,,
OnlineSVM,pro1_bcf_p1,0.8,0.0,0.0,,0.5,"defaultdict(None, {'modify-2': (2, 0.5), 'same': (4, 0.5)})",,,Focused,p1,,,
OnlineSVM,pro26_bde_p1,0.8,0.0,0.0,,0.4545454545454545,"defaultdict(None, {'modify-1': (3, 0.0), 'same': (8, 0.625)})",,,Focused,p1,,,
OnlineSVM,pro27_bcf_p1,0.8,0.0,0.0,,0.8695652173913043,"defaultdict(None, {'same': (21, 0.9523809523809523), 'modify-2': (2, 0.0)})",,,Focused,p1,,,
OnlineSVM,pro28_bce_p1,0.8,0.0,0.0,,0.5714285714285714,"defaultdict(None, {'modify-1': (4, 1.0), 'same': (3, 0.0)})",,,Focused,p1,,,
OnlineSVM,pro2_bce_p1,0.8,0.0,0.0,,0.4482758620689655,"defaultdict(None, {'same': (17, 0.5882352941176471), 'modify-1': (6, 0.0), 'modify-2': (3, 0.3333333333333333), 'modify-3': (3, 0.6666666666666666)})",,,Focused,p1,,,
OnlineSVM,pro30_bde_p1,0.8,0.0,0.0,,0.7142857142857143,"defaultdict(None, {'modify-2': (1, 0.0), 'modify-1': (1, 0.0), 'same': (5, 1.0)})",,,Focused,p1,,,
OnlineSVM,pro32_bdf_p1,0.8,0.0,0.0,,0.5,"defaultdict(None, {'modify-1': (1, 1.0), 'modify-2': (1, 0.0), 'same': (2, 0.5)})",,,Focused,p1,,,
OnlineSVM,pro4_bce_p1,0.8,0.0,0.0,,0.8571428571428571,"defaultdict(None, {'same': (7, 0.8571428571428571)})",,,Focused,p1,,,
OnlineSVM,pro6_bde_p1,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (4, 1.0)})",,,Focused,p1,,,
OnlineSVM,pro7_bde_p1,0.8,0.0,0.0,,0.4545454545454545,"defaultdict(None, {'modify-1': (3, 0.0), 'same': (8, 0.625)})",,,Focused,p1,,,
OnlineSVM,stu12_bdf_p1,0.8,0.0,0.0,,0.5384615384615384,"defaultdict(None, {'modify-1': (8, 0.75), 'same': (5, 0.2)})",,,Focused,p1,,,
OnlineSVM,stu14_bcf_p1,0.8,0.0,0.0,,0.5,"defaultdict(None, {'same': (5, 0.6), 'modify-1': (1, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu16_bcf_p1,0.8,0.0,0.0,,0.4285714285714285,"defaultdict(None, {'modify-2': (12, 0.3333333333333333), 'same': (19, 0.5263157894736842), 'modify-1': (4, 0.25)})",,,Focused,p1,,,
OnlineSVM,stu18_bde_p1,0.8,0.0,0.0,,0.5555555555555556,"defaultdict(None, {'same': (7, 0.7142857142857143), 'modify-1': (2, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu19_bde_p1,0.8,0.0,0.0,,0.6,"defaultdict(None, {'same': (4, 0.75), 'modify-1': (1, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu1_bce_p1,0.8,0.0,0.0,,0.625,"defaultdict(None, {'modify-1': (9, 0.5555555555555556), 'same': (15, 0.6666666666666666)})",,,Focused,p1,,,
OnlineSVM,stu20_bdf_p1,0.8,0.0,0.0,,0.5,"defaultdict(None, {'same': (3, 0.3333333333333333), 'modify-1': (1, 1.0)})",,,Focused,p1,,,
OnlineSVM,stu22_bde_p1,0.8,0.0,0.0,,0.6153846153846154,"defaultdict(None, {'same': (11, 0.7272727272727273), 'modify-1': (2, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu23_bdf_p1,0.8,0.0,0.0,,0.4166666666666667,"defaultdict(None, {'same': (6, 0.6666666666666666), 'modify-1': (4, 0.25), 'modify-2': (2, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu27_bdf_p1,0.8,0.0,0.0,,0.7,"defaultdict(None, {'modify-2': (2, 0.5), 'same': (8, 0.75)})",,,Focused,p1,,,
OnlineSVM,stu28_bde_p1,0.8,0.0,0.0,,0.6,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 1.0)})",,,Focused,p1,,,
OnlineSVM,stu2_bce_p1,0.8,0.0,0.0,,0.7777777777777778,"defaultdict(None, {'modify-3': (2, 1.0), 'same': (12, 0.8333333333333334), 'modify-1': (3, 0.6666666666666666), 'modify-2': (1, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu32_bce_p1,0.8,0.0,0.0,,0.4285714285714285,"defaultdict(None, {'same': (3, 0.3333333333333333), 'modify-1': (4, 0.5)})",,,Focused,p1,,,
OnlineSVM,stu33_bce_p1,0.8,0.0,0.0,,0.95,"defaultdict(None, {'same': (20, 0.95)})",,,Focused,p1,,,
OnlineSVM,stu34_bcf_p1,0.8,0.0,0.0,,0.4761904761904761,"defaultdict(None, {'same': (15, 0.6), 'modify-2': (6, 0.16666666666666666)})",,,Focused,p1,,,
OnlineSVM,stu35_bde_p1,0.8,0.0,0.0,,0.5789473684210527,"defaultdict(None, {'same': (13, 0.6923076923076923), 'modify-1': (6, 0.3333333333333333)})",,,Focused,p1,,,
OnlineSVM,stu40_bdf_p1,0.8,0.0,0.0,,0.875,"defaultdict(None, {'modify-1': (2, 1.0), 'same': (6, 0.8333333333333334)})",,,Focused,p1,,,
OnlineSVM,stu5_bcf_p1,0.8,0.0,0.0,,0.4615384615384615,"defaultdict(None, {'same': (8, 0.625), 'modify-2': (3, 0.3333333333333333), 'modify-1': (2, 0.0)})",,,Focused,p1,,,
OnlineSVM,stu8_bce_p1,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (2, 1.0)})",,,Focused,p1,,,
OnlineSVM,stu9_bcf_p1,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (3, 1.0)})",,,Focused,p1,,,
QLearn,pro10_bdf_p1,0.8,0.0001,0.1,0.0,1.0,0,1.1111111111111112,0.01,Focused,p1,,,
QLearn,pro16_bce_p1,0.8,0.0001,0.1,0.0,1.0,0,1.111111111111111,0.05,Focused,p1,,,
QLearn,pro1_bcf_p1,0.8,0.0001,0.05,0.0,0.5,0,1.0769230769230769,0.5,Focused,p1,,,
QLearn,pro28_bce_p1,0.8,0.001,0.99,0.0,0.4285714285714285,0,1.0666666666666669,0.1,Focused,p1,,,
QLearn,pro14_bdf_p1,0.8,0.1,0.05,0.0,0.875,0,1.0588235294117647,0.05,Focused,p1,,,
QLearn,pro26_bde_p1,0.8,0.001,0.99,0.0,0.7272727272727273,0,1.0434782608695652,0.1,Focused,p1,,,
QLearn,pro19_bcf_p1,0.8,0.01,0.05,0.0,0.6923076923076923,0,1.037037037037037,0.05,Focused,p1,,,
